entropy,uncompressed_size,uncompressed_height,uncompressed_width,mean_intensity_value,jpg_compressed_image_size,jpg_compression_ratio,npz_compressed_image_size,npz_compression_ratio,file_name
7.440404200779096,319260,313,340,117,123893,2.576901035571017,299864,1.064682656137449,rand-1964
7.3994149333274635,144171,193,249,109,53734,2.683049838091339,134518,1.0717599131714715,rand-10094
7.6893704639819935,559878,374,499,99,201662,2.7763187908480527,541981,1.033021452781555,rand-6979
7.745935085387795,501495,335,499,121,180181,2.7832845860551334,490082,1.0232879395692966,rand-4808
7.765571441615017,488250,465,350,126,181061,2.696605011570686,477745,1.021988717830642,rand-3197
7.649775257007915,667662,446,499,124,243426,2.7427719306894085,643232,1.0379800756181286,rand-5280
7.894964685334999,634500,423,500,114,247387,2.564807366595658,630045,1.0070709235054638,rand-6789
7.549144813964861,229680,240,319,164,82471,2.7849789623019,219160,1.04800146012046,rand-566
7.558267750886451,161460,299,180,121,58797,2.7460584723710393,154192,1.0471360381861574,rand-10902
7.677580873018516,568860,499,380,91,208603,2.7269981735641386,549948,1.0343887058412795,rand-8559
7.381800585380645,640500,427,500,77,218129,2.9363358379674414,595860,1.0749169267948846,rand-6574
7.664137923887646,208128,271,256,122,71254,2.920930754764645,200875,1.0361070317361543,rand-4405
7.81165013252566,179352,212,282,101,69715,2.5726457720720073,176390,1.0167923351663926,rand-6212
7.461534449541501,583500,500,389,182,231101,2.524870078450548,549335,1.0621933792676599,rand-1569
7.018161831757349,561000,374,500,103,178270,3.1469119874347897,497011,1.1287476534724583,rand-11639
7.3273008178825005,422400,352,400,159,140034,3.016410300355628,390507,1.0816707511004924,rand-10241
7.405375038074145,561000,374,500,153,236694,2.3701487997160893,524181,1.0702410045385087,rand-943
7.596164925367944,460500,307,500,97,175670,2.6213923834462345,440836,1.0446061573918646,rand-5041
7.3596368620697605,383400,284,450,96,131985,2.904875554040232,355334,1.078984842429939,rand-7656
7.627200013487085,199680,256,260,89,71076,2.8093871348978556,191955,1.040243807142299,rand-1541
7.813015798170984,234000,260,300,130,89430,2.616571620261657,230575,1.0148541689255124,rand-4439
7.75365617805914,561375,499,375,123,225462,2.4898874311413897,547888,1.0246163449464125,rand-5727
7.461959432762808,627243,419,499,123,218198,2.874650546751116,590490,1.0622415282223239,rand-9109
7.715857247604068,252702,278,303,105,98698,2.560355832944943,245949,1.0274569117987875,rand-7642
7.55895237130973,561375,375,499,159,206123,2.7234951946168064,534522,1.0502374083760817,rand-3424
7.525792630489182,561000,374,500,88,213928,2.6223776223776225,532306,1.0539050846693443,rand-10296
7.1719329438048405,24651,83,99,170,11662,2.113788372491854,22616,1.0899805447470816,rand-12481
7.512036262499393,561375,375,499,173,226032,2.4836085156084096,532602,1.0540234546622056,rand-5914
7.669035344002774,555174,414,447,92,197095,2.8167837844694184,536784,1.0342595904497898,rand-980
7.41932516553714,449280,416,360,82,168622,2.664421012679247,420285,1.0689889003890218,rand-770
7.732419804582491,555387,371,499,89,215491,2.5773094932038925,539966,1.0285592055796107,rand-5082
7.736403315491406,561375,375,499,154,204726,2.742079657688813,547526,1.0252937760033314,rand-3381
7.836778158625271,432000,360,400,124,161915,2.6680665781428528,426393,1.013149840639973,rand-5096
7.052242496200773,559878,374,499,93,221525,2.5273806568107435,499201,1.1215482340780567,rand-9874
7.48723643703058,378000,360,350,88,126971,2.9770577533452522,357096,1.0585388803010956,rand-9875
7.55374359436804,622500,500,415,123,213203,2.919752536315155,593579,1.0487230848800244,rand-5097
7.424340098481658,109926,186,197,83,38476,2.8570017673354817,103162,1.0655667784649387,rand-2934
7.550423137681125,401865,367,365,135,137864,2.9149379098241743,382135,1.051630968113363,rand-1583
7.77853769203936,543816,498,364,128,199072,2.7317553447998715,532812,1.0206526880025224,rand-10283
7.107445070202946,561000,374,500,64,201827,2.779608278377026,504143,1.112779508988521,rand-9691
7.546725953439342,561375,375,499,128,190083,2.9533151307586687,533420,1.0524071088448128,rand-995
7.837007702883335,544908,364,499,107,217202,2.5087614294527674,536986,1.0147527123612161,rand-2908
7.638183653096933,359100,300,399,104,128024,2.804942823220646,345333,1.0398658685963982,rand-8216
7.410240290612113,558000,372,500,126,200418,2.784181061581295,521932,1.0691047875968518,rand-5732
7.81660272329622,532500,500,355,125,211221,2.5210561449855837,524075,1.016075943328722,rand-3425
7.461490217349294,561375,375,499,84,203402,2.7599286142712462,527461,1.064296696817395,rand-7643
7.656257890801639,174096,234,248,92,67439,2.581532940879906,168128,1.0354967643700037,rand-7657
7.46023851869769,538920,499,360,181,185374,2.907203814990236,506635,1.0637243775104366,rand-5040
6.075476019139714,561375,375,499,202,203814,2.754349554005122,461219,1.2171549741012404,rand-3357
7.219779990339543,561000,374,500,94,188191,2.9810139698497804,510960,1.0979333020197275,rand-12319
7.579978601496238,559878,374,499,118,230393,2.4300998728259975,534825,1.0468433599775628,rand-11638
7.416944950662981,642000,500,428,146,227126,2.8266248690154363,600231,1.0695882085397121,rand-1568
7.431070014393857,124074,183,226,88,44198,2.8072310964297027,116464,1.065342079956038,rand-9652
7.760233569518837,564000,500,376,126,213358,2.643444351746829,550754,1.0240506650882244,rand-3419
7.611342687513878,598800,400,499,98,237154,2.5249415991296793,573990,1.043223749542675,rand-4362
7.487142890591937,229680,240,319,113,77397,2.967556882049692,216913,1.0588576987086988,rand-9646
7.667221977278149,393813,329,399,105,146547,2.6872812135355892,380227,1.0357312868365476,rand-12325
5.317235438088341,561000,374,500,42,214371,2.6169584505366865,416369,1.3473625558098705,rand-10532
7.862111992127504,100740,230,146,141,40006,2.5181222816577513,99971,1.0076922307469165,rand-8969
7.476937167188066,325710,330,329,118,136409,2.387745676604916,307204,1.060240101040351,rand-1795
7.189714476486596,561000,374,500,120,175340,3.1994981179422837,508546,1.103145044892694,rand-2288
7.53737085039635,742512,499,496,125,249078,2.981042083202852,704721,1.053625477316555,rand-1959
7.731079600655055,476046,499,318,134,191747,2.482677695087798,463319,1.0274691950902077,rand-6788
7.029112377085835,103800,200,173,93,35549,2.9199133590255704,92301,1.1245815321610817,rand-5281
7.283420964150482,561375,499,375,75,214663,2.6151456003130487,517240,1.0853278942077178,rand-3800
7.60190046140026,727542,499,486,166,256121,2.8406183015059288,697185,1.0435422448847866,rand-1965
7.594275568979164,670500,447,500,109,230674,2.906699497992838,643148,1.0425283138562198,rand-8941
7.824462847410666,274314,262,349,109,102209,2.6838536723771877,270320,1.0147750813850251,rand-8772
7.517605375400392,559878,374,499,125,203752,2.7478405119949745,529770,1.0568322102044283,rand-2539
7.381148588913645,229680,240,319,111,90499,2.537928595896087,214241,1.0720637039595595,rand-3141
6.44148046692688,748500,500,499,146,188092,3.979435595346958,612100,1.222839405325927,rand-6039
7.256136268956586,561000,374,500,82,180343,3.1107389807200723,513572,1.092349271377723,rand-1742
7.576754854993323,561375,375,499,107,204572,2.7441438711065054,536011,1.0473199244045366,rand-11412
7.4460462963298015,150720,314,160,106,57606,2.6163941256119156,141678,1.0638207766908059,rand-11374
7.513063983465097,589500,393,500,93,234308,2.5159192174402922,558249,1.055980395844865,rand-1024
7.5060987285740906,561000,374,500,140,201496,2.7841743756699886,531066,1.0563658754279128,rand-4174
7.345407948219198,78246,161,162,142,27087,2.8886919924687118,72785,1.0750291955760116,rand-6763
7.761105811085417,552024,408,451,99,211363,2.6117343148990124,538805,1.0245339222909957,rand-8028
7.6520492780562135,721500,481,500,126,252942,2.852432573475342,695135,1.0379278845116415,rand-4606
7.633040262339647,561000,374,500,155,232371,2.4142427411337906,539209,1.0404129011199739,rand-5518
7.8738902921854175,709578,474,499,106,280977,2.525395317054421,703368,1.008828948715324,rand-7469
7.037451094138073,561375,375,499,93,246769,2.274900818174082,499294,1.1243375646412734,rand-6777
7.3570243526624095,532932,356,499,135,171313,3.110867242999656,494419,1.0778954692275176,rand-4160
7.6881955207038315,530718,449,394,115,185991,2.8534606513218383,514266,1.0319912263303426,rand-413
7.430005546996588,640716,428,499,147,218700,2.929657064471879,600436,1.0670845852014204,rand-1839
7.388319013211113,561375,375,499,162,192424,2.917385565210161,523614,1.0721161007918047,rand-4941
7.884027641355088,341712,336,339,145,134625,2.5382506963788303,338614,1.009149060582256,rand-361
7.501676475181925,465567,311,499,131,155124,3.001257058869034,439802,1.058583180613094,rand-407
7.734508881617,341964,354,322,92,134264,2.546952273133528,333066,1.0267154257714688,rand-3974
7.64027119113038,561000,374,500,110,196049,2.8615295155802887,540122,1.038654229970266,rand-1805
7.196308132081497,421500,281,500,99,140259,3.0051547494278443,383382,1.0994256381363758,rand-12090
7.807512874175656,498510,435,382,132,188806,2.640329226825419,490395,1.0165478848683205,rand-3960
7.558347045029662,431460,423,340,130,145801,2.959238962695729,411037,1.0496865245707807,rand-1144
7.29206696054072,733500,500,489,73,255136,2.874937288348175,675448,1.085945920337317,rand-11214
7.670832561050655,561000,374,500,146,199059,2.818259912890148,541753,1.0355272605781602,rand-3035
7.855885669435229,364266,413,294,102,146000,2.494972602739726,360652,1.0100207402149441,rand-1622
7.493380858887816,214560,240,298,122,84753,2.5315918020601043,202869,1.057628321724857,rand-6159
7.8158429514489125,561375,375,499,96,213972,2.623590937131961,553097,1.0149666333391791,rand-3021
6.704111768082728,499500,333,500,176,218313,2.2879993403965866,425066,1.1751116297233841,rand-11200
7.8505225830013705,201600,224,300,109,78933,2.554064839800844,199315,1.0114642651079948,rand-7521
7.631235317464364,340800,284,400,137,137387,2.4805840436140247,327840,1.0395314787701317,rand-10136
7.5312738115993705,123942,182,227,123,43114,2.8747506610381777,117770,1.0524072344400102,rand-1178
7.729743120148163,561000,374,500,117,213039,2.6333206595975387,546342,1.0268293486497468,rand-6171
7.689399523526335,598800,499,400,95,227610,2.630815869250033,580018,1.0323817536697137,rand-3009
7.2530796322312945,473052,316,499,128,154703,3.057807540900952,432612,1.0934786829768939,rand-2303
7.616810851474164,313950,299,350,111,117871,2.6635050181978603,301460,1.0414316990645525,rand-9256
7.705839435198695,666324,446,498,108,248032,2.686443684685847,646009,1.0314469303059246,rand-4014
7.513708025585454,561375,375,499,85,200220,2.8037908300869043,532000,1.055216165413534,rand-7092
7.6048054167476575,498501,333,499,147,176004,2.832327674371037,477950,1.042998221571294,rand-89
7.826210002237941,561375,375,499,117,208673,2.6902138752977147,553519,1.014192828069136,rand-3586
7.800550862753754,561375,375,499,113,208513,2.692278179298173,551733,1.017475844294251,rand-1391
7.653934471425862,392235,395,331,173,153712,2.5517526282918706,377863,1.038034949174701,rand-6398
7.607982453557878,561375,375,499,123,210292,2.669502406178076,538189,1.0430815196891798,rand-12286
7.780032939872704,146520,185,264,106,55762,2.6275958538072524,143775,1.0190923317683882,rand-5861
7.3889657995008875,561375,375,499,84,190303,2.949900947436457,523540,1.0722676395308859,rand-639
7.331202765011779,217074,242,299,78,72908,2.9773687386843695,200917,1.0804162913043696,rand-5875
7.460589013211117,398352,344,386,105,161384,2.468348783026818,374812,1.0628048194828341,rand-1420
7.632958629148707,287985,365,263,108,102666,2.805066916018935,276879,1.0401113843953496,rand-4558
7.685526686745304,36720,85,144,133,14598,2.5154130702836004,35772,1.0265011741026502,rand-5646
7.737745484778502,89550,150,199,103,36605,2.4463871055866684,87542,1.0229375613990999,rand-3551
7.249457673707277,358800,260,460,97,138583,2.589062150480218,328539,1.0921077862902122,rand-1346
7.8262297810939145,658146,458,479,113,242069,2.7188363648381246,648514,1.0148524164474475,rand-1352
7.771144620407758,561000,374,500,127,212304,2.642437259778431,549617,1.0207107858745272,rand-2883
7.576678762750932,274050,261,350,93,105108,2.607318187007649,261569,1.0477158990553161,rand-9068
7.400483939139416,109251,183,199,124,39041,2.7983658205476294,102236,1.0686157517899761,rand-4564
7.624915643615153,561000,374,500,136,197744,2.8370013755158183,538777,1.0412471207939462,rand-6373
7.635967018841748,180630,270,223,115,63722,2.834656790433445,173800,1.0392980437284234,rand-8438
7.425992653212226,559878,374,499,143,187035,2.9934397305317186,524406,1.0676422466562168,rand-9726
7.466961286925168,378000,375,336,108,150174,2.5170801869830997,356307,1.0608828903164966,rand-5108
7.605715622528218,135801,237,191,118,49580,2.739027833803953,130271,1.0424499696785932,rand-4216
7.679154722757282,561375,375,499,131,210172,2.6710265877471784,542826,1.0341711708724342,rand-6367
7.518483008039053,507000,338,500,149,178821,2.8352374721089806,480698,1.0547162667620835,rand-7079
7.038069136283192,598500,399,500,60,210603,2.8418398598310564,532785,1.1233424364424673,rand-10446
7.594447345907839,423660,307,460,142,148303,2.856719014450146,405237,1.0454622850332027,rand-2671
7.88553843546081,595500,500,397,140,231354,2.5739775409113306,591064,1.007505109429774,rand-9724
7.7543007652842,445839,353,421,132,165905,2.6873150296856636,434739,1.0255325609158599,rand-12247
7.581424943514484,544500,363,500,99,187526,2.9035973678316607,520313,1.0464854808547932,rand-11996
6.663799461741296,229440,239,320,175,88149,2.602865602559303,201735,1.1373336307532158,rand-4566
7.13790824399076,559500,373,500,108,194946,2.870025545535687,505206,1.1074690324342942,rand-4572
6.744603307186431,453591,499,303,136,121925,3.720246052901374,386626,1.1732035610641809,rand-9056
7.801592084882596,561000,374,500,106,221738,2.5300128981049705,550810,1.018500027232621,rand-4214
7.551696633845333,209814,242,289,88,88002,2.3841958137315062,199844,1.049888913352415,rand-1344
7.177496156735495,541440,480,376,116,161564,3.35124161323067,491230,1.1022128127353785,rand-2895
7.0675085807906335,564000,376,500,132,164998,3.4182232511909234,503941,1.1191786340067587,rand-5644
7.6167149265874174,678000,452,500,131,234682,2.889015774537459,651138,1.0412539277388204,rand-7053
7.910902493620893,123225,265,155,115,48966,2.5165420904300944,122909,1.0025710078187928,rand-1436
7.691650694320381,735027,499,491,123,259776,2.829464615668884,711668,1.0328228893247975,rand-11766
7.878949410697265,561000,374,500,130,217542,2.5788123672670107,556733,1.007664356163547,rand-2881
7.622400193353858,513000,342,500,129,179302,2.8610946894066993,493105,1.0403463765323815,rand-5136
7.267552778365776,561375,375,499,133,173573,3.234229978164807,515373,1.0892596236124128,rand-7912
7.526857939978404,450240,448,335,89,159849,2.816658221196254,427193,1.0539498540472338,rand-149
7.409022970974446,705087,471,499,113,268000,2.6309216417910446,658039,1.0714972820759863,rand-12290
7.552671160339811,561375,375,499,123,196932,2.850603253915057,533802,1.051653984061506,rand-10487
7.594190538226111,561375,375,499,129,194486,2.8864545519986016,537449,1.0445177123782907,rand-9903
7.230715056318752,598800,400,499,77,204660,2.9258282028730576,546540,1.0956197167636403,rand-7090
7.870858099896627,601794,402,499,136,240873,2.4983871168624128,596600,1.008706000670466,rand-5693
7.469993404964447,561375,375,499,139,186663,3.0074251458510792,527770,1.0636735699262936,rand-1393
6.97494800243755,403650,299,450,114,152375,2.6490566037735848,355432,1.1356602669427627,rand-4764
7.706339846830994,225000,250,300,96,84128,2.674496006085964,218592,1.0293148880105403,rand-6173
7.256299222700645,358800,299,400,102,111561,3.216177696506844,328456,1.092383759164089,rand-9526
7.750714387126082,258120,239,360,114,103228,2.50048436470725,251949,1.0244930521653193,rand-4002
7.666800723554233,410424,392,349,139,170133,2.4123714975930595,396477,1.035177324283628,rand-3779
7.575973910380346,558000,372,500,77,209437,2.664285680180675,532618,1.0476551674934005,rand-9254
7.681700973841453,561000,374,500,107,210846,2.6607097123018697,543709,1.031801938169131,rand-7279
7.4879594277891695,201600,224,300,114,68081,2.961178596084076,190199,1.059942481295906,rand-2301
7.51611347519563,442800,400,369,129,146312,3.026409317075838,419116,1.0565094150545433,rand-8162
7.5409310109420105,606000,404,500,124,214890,2.82004746614547,575854,1.05235007484536,rand-2329
7.750152814323469,561375,375,499,111,222334,2.5249174665143435,548507,1.0234600470003117,rand-5320
7.670139602816847,498000,332,500,112,185775,2.6806620912394026,480669,1.036055996954245,rand-7537
7.649165898718132,606285,405,499,85,224867,2.6961937500833826,584605,1.0370848692707042,rand-7523
7.8866382634010375,678000,452,500,105,264679,2.5615934773820364,672324,1.0084423581487496,rand-3745
7.6466607344793145,301359,311,323,103,115370,2.612108867123169,290067,1.0389289371076338,rand-4994
7.044253038691128,498501,333,499,187,147542,3.378705724471676,443703,1.1235015314298078,rand-7245
7.3717674507401005,561000,374,500,120,220923,2.53934628807322,522236,1.0742269778414357,rand-9283
7.2567937147876025,561375,375,499,143,177497,3.162729510921311,514617,1.09085980447595,rand-8823
5.50867365858533,561375,375,499,179,233351,2.405710710474778,430717,1.3033499954726653,rand-10685
7.314825300675799,648000,432,500,95,202987,3.192322661057112,598134,1.083369278455998,rand-9297
7.120215098316741,561375,375,499,55,202602,2.770826546628365,505317,1.1109363033501742,rand-7292
7.685861255967621,395208,264,499,117,138064,2.862498551396454,382711,1.0326538824334812,rand-6832
7.466679010041731,564369,377,499,99,204501,2.7597371161999207,531523,1.0617960088274638,rand-405
7.887272214388146,658500,439,500,117,262425,2.5092883681051728,653552,1.0075709354420153,rand-6198
7.584137568521592,565866,499,378,124,196602,2.878231147190771,540975,1.0460113683626786,rand-10861
7.759417997175834,561375,375,499,97,211593,2.6530887127646,548568,1.0233462396639978,rand-4610
7.442536608780542,700500,467,500,100,242982,2.882929599723436,657207,1.0658742222769995,rand-9334
7.326242797243185,561375,375,499,131,243650,2.3040221629386415,519927,1.0797188836125071,rand-8994
7.15017659771382,498000,332,500,93,159896,3.1145244408865764,449553,1.107767048601611,rand-2507
7.844420297924255,385416,318,404,138,145511,2.648706970607033,380925,1.0117897223862966,rand-2513
7.752781231205375,561000,374,500,139,204774,2.739605613993964,547248,1.0251293746162617,rand-8758
7.393317835938455,229680,240,319,133,92100,2.493811074918567,214336,1.0715885338907136,rand-10732
7.726545982580654,561000,374,500,133,205335,2.7321206808386296,545607,1.0282126145742265,rand-8016
7.581559314070615,229248,384,199,120,79503,2.883513829666805,218974,1.0469188122790833,rand-3143
7.012766900429206,561000,374,500,85,211855,2.6480375728682355,497291,1.1281121114196717,rand-5254
7.5572153824208455,690117,461,499,91,255617,2.699808698169527,657024,1.0503680230859147,rand-8770
7.820554827635673,89550,150,199,134,34949,2.5623050731065264,88416,1.012825732899023,rand-7457
7.873893163529792,423600,400,353,116,161094,2.6295206525382695,419871,1.0088812992562002,rand-10068
7.596244198964522,450576,336,447,123,165205,2.727375079446748,430949,1.045543672221075,rand-3157
7.131426936962705,288057,301,319,57,98193,2.933579786746509,259594,1.1096442907000932,rand-8002
7.489307943881813,561000,374,500,112,229572,2.4436778004286235,531546,1.055411949295075,rand-1973
7.487542931938089,576000,500,384,148,195561,2.94537254360532,543979,1.058864404692093,rand-8957
7.8643355792993805,561375,375,499,122,211820,2.650245491455009,555262,1.0110092172704057,rand-10097
7.746346860215808,691188,478,482,128,267187,2.5869072971364626,674078,1.0253828191989651,rand-1967
7.380302656423338,344640,359,320,156,137390,2.5084795108814326,320907,1.0739560059456479,rand-1797
7.468373393852095,194064,311,208,92,64200,3.022803738317757,182893,1.0610794289557282,rand-565
7.235305588920715,555387,371,499,59,200862,2.7650177733966603,506795,1.0958809775155636,rand-6952
7.8560338207522475,265503,269,329,128,102467,2.591107380912879,262960,1.009670672345604,rand-1783
7.513323174968686,561375,375,499,112,190782,2.942494574959902,531900,1.055414551607445,rand-2705
7.173215144733249,689760,480,479,90,240315,2.8702328194245053,624926,1.103746683607339,rand-12455
7.535696256091085,561375,375,499,104,221170,2.5382059049599857,533544,1.0521625208042824,rand-9650
7.241870306341379,561375,375,499,89,182771,3.0714664799120213,512957,1.0943899781073267,rand-8228
7.5253187015001615,561000,500,374,80,204473,2.7436385244017547,531919,1.0546718579332568,rand-4406
7.789943765930859,362232,344,351,104,136481,2.6540837186128474,354948,1.0205213157983706,rand-5718
7.525734415962592,290790,270,359,118,108058,2.6910548039016082,275560,1.0552692698504862,rand-7669
7.4220642328486175,303030,390,259,76,117070,2.5884513538908345,283896,1.0673979203652042,rand-6577
7.8750166997420905,134784,234,192,122,51963,2.5938456209225795,133811,1.0072714500302666,rand-11148
7.142965662530244,561000,374,500,75,173466,3.234063159351112,506285,1.1080715407329864,rand-12469
7.163564114717834,573000,500,382,156,222887,2.5708094236092727,523612,1.0943217496925204,rand-2739
7.654950619457543,561375,375,499,110,195992,2.864275072451937,540648,1.0383373285390864,rand-11606
7.777383142018587,561000,374,500,137,222511,2.5212236698410417,549400,1.0211139424827085,rand-6239
7.816854578079514,404250,385,350,110,147669,2.7375413932511226,397851,1.0160839108108313,rand-1542
6.739818241219363,229680,240,319,73,89564,2.5644232057523113,196646,1.1679871444117857,rand-3355
7.73436606288229,607500,500,405,153,224804,2.702354050639668,592123,1.0259692665206384,rand-3433
7.454413379302539,561000,374,500,125,185854,3.0184983912103047,526505,1.0655169466576766,rand-1224
7.031773354444179,729039,499,487,87,210792,3.4585705339861095,648148,1.1248032856693224,rand-983
7.605804832917685,561375,499,375,102,195290,2.8745711505965486,537266,1.0448734891096776,rand-5917
7.129871590003932,498501,333,499,109,150615,3.309769943232746,448364,1.1118220909796506,rand-7872
7.917018063700564,561000,374,500,141,216738,2.5883785953547602,558842,1.0038615565759195,rand-12482
7.855324420750484,442500,295,500,118,172666,2.5627512075336196,437982,1.0103154924174966,rand-7682
7.306666643327023,618261,413,499,79,208038,2.9718657168401927,569950,1.084763575752259,rand-2088
7.057602318046148,119133,183,217,96,39415,3.02252949384752,106635,1.1172035448023632,rand-773
7.509821949502418,561000,374,500,133,186417,3.009382191538325,530821,1.056853440236916,rand-2936
7.956314492787815,562500,375,500,125,228178,2.4651806922665638,562901,0.9992876189596395,rand-11808
7.325162866179739,353760,335,352,125,148185,2.3872861625670616,327684,1.0795766653239096,rand-9862
