file_name,entropy,uncompressed_size,npz_compression_ratio,npz_compressed_image_size,jpg_compression_ratio,jpg_compressed_image_size,entropy_used,mean_used,dim_used
synthetic_45,6.594588066736317,205932,1.397285927534265,147380,4.254969213603868,48398,7.45,127,262
synthetic_46,6.515104219247938,562467,1.431508784253243,392919,4.3782313242883495,128469,7.414,127,433
synthetic_47,6.144518020832687,477603,1.552090239051593,307716,4.82998088650223,98883,7.258,127,399
synthetic_48,6.214063513612648,562467,1.5272559912676562,368286,4.7309866262932125,118890,7.287,127,433
synthetic_49,6.365543397512714,659883,1.4830597801535914,444947,4.647227015035741,141995,7.349,127,469
synthetic_50,6.2471070244983915,640332,1.515826253281601,422431,4.707769674155982,136016,7.301,127,462
synthetic_51,6.127270974570884,562467,1.5558951832191354,361507,4.8600399194698145,115733,7.251,127,433
synthetic_52,6.429581123978862,591408,1.4604289365485055,404955,4.555319345595711,129828,7.377,127,444
synthetic_53,6.189024052296778,562467,1.5355783668677823,366290,4.81914920961316,116715,7.277,127,433
synthetic_54,5.955739964234897,499392,1.614065934065934,309400,5.1472567794601165,97021,7.183,127,408
synthetic_55,6.486219839906421,499392,1.4389087860129142,347063,4.444412801253071,112364,7.401,127,408
synthetic_56,6.4756386286433445,499392,1.4417418969285267,346381,4.458857142857143,112000,7.397,127,408
synthetic_57,6.014006017262608,499392,1.593760172590971,313342,5.010454499849503,99670,7.206,127,408
synthetic_58,6.3521995039045915,499392,1.4807241847584371,337262,4.630817592566834,107841,7.344,127,408
synthetic_59,5.788605048761564,499392,1.676115806219919,297946,5.415929203539823,92208,7.115,127,408
synthetic_60,6.263318021133939,499392,1.5095215640755921,330828,4.733259404589269,105507,7.308,127,408
synthetic_61,6.442060416159126,562467,1.4547789382206429,386634,4.479916847865045,125553,7.381,127,433
synthetic_62,6.460541406837757,562467,1.447743061364742,388513,4.445184693442079,126534,7.391,127,433
synthetic_63,6.061164406525805,499392,1.5772000303191087,316632,4.995618510293499,99966,7.225,127,408
synthetic_64,6.400474255302617,562467,1.4677774588345815,383210,4.502653719610308,124919,7.364,127,433
synthetic_65,6.152862101857559,562467,1.545901540220534,363844,4.839882975519512,116215,7.263,127,433
synthetic_66,6.352924067805482,562467,1.4812950833919303,379713,4.53668274426933,123982,7.345,127,433
synthetic_67,6.03388794622944,23874123,1.594274038762683,14974918,5.149904504859747,4635838,7.214,127,2821
synthetic_68,6.593481142792995,562467,1.408339864240591,399383,4.287292101772947,131194,7.448,127,433
synthetic_69,6.002830526623948,729147,1.6010429932809276,455420,5.078226530996009,143583,7.202,127,493
synthetic_70,5.904231726962887,578163,1.6377070633823563,353032,5.203800043202765,111104,7.161,127,439
synthetic_71,6.572824854539799,2696112,1.417323430705436,1902256,4.393845612285308,613611,7.44,127,948
synthetic_72,6.599330313417366,814323,1.4089705790752238,577956,4.3267413008017765,188207,7.451,127,521
synthetic_73,6.1107509040956405,350892,1.5576093325520695,225276,4.877090080197924,71947,7.245,127,342
synthetic_74,6.487115522895486,717363,1.440768583438943,497903,4.43432545201669,161775,7.401,127,489
synthetic_75,6.249747812523892,546987,1.520984242006301,359627,4.708545308989489,116169,7.3,127,427
synthetic_76,6.223767693681911,539328,1.5244340553267626,353789,4.722868777091817,114195,7.29,127,424
synthetic_77,6.2591549678543075,401868,1.5166318204805,264974,4.682793819478431,85818,7.305,127,366
synthetic_78,6.248957777384721,562467,1.5146138517880223,371360,4.704592788377092,119557,7.302,127,433
synthetic_79,6.421966141008669,562467,1.459993822241488,385253,4.490037518959048,125270,7.374,127,433
synthetic_80,6.091031455077733,562467,1.5672057241890454,358898,4.896254254550519,114877,7.237,127,433
synthetic_81,6.400235720265046,562467,1.46752470804329,383276,4.499556017759289,125005,7.364,127,433
synthetic_82,5.9727531877686,679728,1.6105046924719055,422059,5.106705232711017,133105,7.19,127,476
synthetic_83,6.2704855951541685,621075,1.5133000821128089,410411,4.746574243200073,130847,7.31,127,455
synthetic_84,6.3581838941054825,691200,1.4827367992019993,466165,4.6300389855713195,149286,7.346,127,480
synthetic_85,6.1868291473283135,562467,1.5367866842257694,366002,4.822454666266558,116635,7.275,127,433
synthetic_86,6.135003770313739,562467,1.5533814610651437,362092,4.848017583175315,116020,7.254,127,433
synthetic_87,6.054151857275752,562467,1.579927979146536,356008,5.0476707558937814,111431,7.222,127,433
synthetic_88,6.358920297611344,91875,1.4501617867571621,63355,4.474286549138015,20534,7.348,127,175
synthetic_89,6.237508697606298,634800,1.519347264672304,417811,4.744359160245439,133801,7.297,127,460
synthetic_90,6.314765238148431,98283,1.467151323351595,66989,4.247320656871219,23140,7.329,127,181
synthetic_91,6.31436055481132,562467,1.4942100942802266,376431,4.6699849721444995,120443,7.328,127,433
synthetic_92,6.185718366135118,575532,1.5376550928152353,374292,4.812341653079142,119595,7.274,127,438
synthetic_93,6.456919123430534,501843,1.447635174116724,346664,4.4578151648664015,112576,7.389,127,409
synthetic_94,6.561479615750786,562467,1.4171004298160306,396914,4.3669459088050555,128801,7.435,127,433
synthetic_95,6.286691428079656,359148,1.5029251023158106,238966,4.664926158282352,76989,7.316,127,346
synthetic_96,6.160688188290672,562467,1.5436232953968512,364381,4.834849057901252,116336,7.266,127,433
synthetic_97,6.262037942521348,562467,1.5113620791113476,372159,4.691173404281937,119899,7.306,127,433
synthetic_98,6.362856771114693,562467,1.478324519812025,380476,4.528245835782084,124213,7.349,127,433
synthetic_99,6.739161367823017,570288,1.3626758039311264,418506,4.126511385590553,138201,7.518,127,436
synthetic_100,6.086950578714001,470448,1.5720954790158028,299249,4.886959050962957,96266,7.236,127,396
synthetic_101,6.651126964365069,562467,1.3895553656042017,404782,4.2147513712795615,133452,7.476,127,433
synthetic_102,5.87967347236237,562467,1.6393531971448807,343103,5.251841753891259,107099,7.153,127,433
synthetic_103,5.995665439363166,16875,1.4472555746140652,11660,3.6636995223621365,4606,7.2,127,75
synthetic_104,6.422544532495076,645888,1.4611263935138266,442048,4.581838302581455,140967,7.373,127,464
synthetic_105,5.833452182236507,618348,1.6597495671780005,372555,5.24721875715995,117843,7.133,127,454
synthetic_106,6.084464595106014,562467,1.569492849668643,358375,4.910231340026189,114550,7.235,127,433
synthetic_107,6.533082385537878,228528,1.4207169234212391,160854,4.226755692011763,54067,7.422,127,276
synthetic_108,6.463169110430564,575532,1.4467545983122554,397809,4.472339863389465,128687,7.391,127,438
synthetic_109,5.969258971234033,562467,1.6098727481925434,349386,5.097072070031083,110351,7.188,127,433
synthetic_110,6.272726502438689,849072,1.5101835366601983,562231,4.728836214578506,179552,7.311,127,532
synthetic_111,6.111954995585901,499392,1.5590944993740419,320309,4.983355286792001,100212,7.246,127,408
synthetic_112,6.270476169447798,1440747,1.5127255049778563,952418,4.767575455745755,302197,7.31,127,693
synthetic_113,6.186350820100538,562467,1.5361864834969752,366145,4.812551871657754,116875,7.276,127,433
synthetic_114,6.121436040212681,711507,1.55891387605935,456412,4.943492579623145,143928,7.249,127,487
synthetic_115,6.20658244369917,654267,1.5336311832972742,426613,4.762011165052077,137393,7.283,127,467
synthetic_116,6.015561182636794,562467,1.5927006141813889,353153,5.089554264618058,110514,7.207,127,433
synthetic_117,6.223642732685564,685452,1.5253859352016077,449363,4.796959963049274,142893,7.29,127,478
synthetic_118,6.26753844755112,839523,1.513788713702523,554584,4.712265024669253,178157,7.309,127,529
synthetic_119,6.113262373288002,514188,1.5623353539036506,329115,4.876362084499028,105445,7.245,127,414
synthetic_120,6.259528201117683,496947,1.511616659366331,328752,4.742630006775908,104783,7.305,127,407
synthetic_121,6.448723085095383,930747,1.4538265086964333,640205,4.530483204423654,205441,7.385,127,557
synthetic_122,6.21893107504436,562467,1.524825617488946,368873,4.722089762748292,119114,7.29,127,433
synthetic_123,6.1478433458097115,499392,1.5488577223921147,322426,4.822061720288904,103564,7.26,127,408
synthetic_124,6.478853525431259,562467,1.4426817757440826,389876,4.402941729029026,127748,7.399,127,433
synthetic_125,6.560816222467344,562467,1.417157556853398,396898,4.360209302325582,129000,7.434,127,433
synthetic_126,6.338582504051757,539328,1.4860386300388504,362930,4.593896133763767,117401,7.338,127,424
synthetic_127,6.018730281191789,562467,1.5923399002924414,353233,5.084309578045342,110628,7.208,127,433
synthetic_128,6.428781621085637,795675,1.4592874081383,545249,4.476774280666614,177734,7.377,127,515
synthetic_129,6.235085573795687,496947,1.5193206658819574,327085,4.749247398147883,104637,7.294,127,407
synthetic_130,6.479696024581566,562467,1.442326628578462,389972,4.401046923781132,127803,7.398,127,433
synthetic_131,6.5591896876540385,920748,1.421185942306594,647873,4.359540347438247,211203,7.433,127,554
synthetic_132,6.717600257830414,562467,1.3704835349585176,410415,4.135482685096684,136010,7.507,127,433
synthetic_133,6.540888875338174,562467,1.423264464378345,395195,4.3649125802221,128861,7.425,127,433
synthetic_134,6.152339803446711,499392,1.5471590557035753,322780,4.821875482774602,103568,7.262,127,408
synthetic_135,6.164036929563735,499392,1.5431050465349105,323628,4.806699071177631,103895,7.267,127,408
synthetic_136,6.257333912503262,559872,1.5123459958238903,370201,4.720674536256324,118600,7.305,127,432
synthetic_137,6.355215854920888,499392,1.4799080154571964,337448,4.634599500709957,107753,7.345,127,408
synthetic_138,6.3151387973151225,496947,1.4934321047016574,332755,4.634013744999487,107239,7.327,127,407
synthetic_139,6.588796682887279,499392,1.407523069204796,354802,4.312948552971353,115789,7.446,127,408
synthetic_140,6.131410561582333,499392,1.5541744599670737,321323,4.858985959893751,102777,7.254,127,408
synthetic_141,6.1438550219021,705675,1.5515512764418373,454819,4.892706094432504,144230,7.258,127,485
synthetic_142,6.13860900373292,5306700,1.5577162535906994,3406718,4.969997574331747,1067747,7.256,127,1330
synthetic_143,6.042834417497403,499392,1.584471046611608,315179,5.00242412100571,99830,7.217,127,408
synthetic_144,6.317191376097126,76800,1.4742863724492734,52093,4.322377307519136,17768,7.327,127,160
synthetic_145,6.36472524138694,499392,1.4780421103725057,337874,4.630774651805419,107842,7.349,127,408
synthetic_146,6.280756613133309,499392,1.5047955958260388,331867,4.66935325522903,106951,7.313,127,408
synthetic_147,6.021322078202319,499392,1.590389992547913,314006,5.01714940173001,99537,7.21,127,408
synthetic_148,6.172778781406932,2354988,1.545381287863675,1523888,4.92200618232207,478461,7.27,127,886
synthetic_149,6.2986138471785065,562467,1.499044552885397,375217,4.679153460281015,120207,7.322,127,433
synthetic_150,6.141472413750173,1314732,1.5557577729787297,845075,4.893100252706641,268691,7.257,127,662
synthetic_151,6.508328538129307,492075,1.4326203348676338,343479,4.3485657222644445,113158,7.41,127,405
synthetic_152,6.461044216371662,499392,1.446058601927916,345347,4.464717084029932,111853,7.391,127,408
synthetic_153,6.619379103470343,5989707,1.4037483085060058,4266938,4.3566543331192475,1374841,7.461,127,1413
synthetic_154,6.236981035534593,499392,1.5187720680143424,328813,4.769696564502727,104701,7.296,127,408
synthetic_155,6.14119002836282,562467,1.5501107877505127,362856,4.852869616234125,115904,7.258,127,433
synthetic_156,6.179061245895423,750000,1.5399430426399963,487031,4.832847900610872,155188,7.272,127,500
synthetic_157,6.161191230376356,499392,1.5440831357077265,323423,4.8088282024863025,103849,7.265,127,408
synthetic_158,6.32248793757646,621075,1.496043551048429,415145,4.613370473537604,134625,7.331,127,455
synthetic_159,6.615230159464101,562467,1.4012316614724631,401409,4.234902158609215,132817,7.459,127,433
synthetic_160,6.0753552053023006,562467,1.5728019327724043,357621,4.925840945116344,114187,7.231,127,433
synthetic_161,6.216273970418754,499392,1.524935569371328,327484,4.779648363848664,104483,7.288,127,408
synthetic_162,5.895413642371229,499392,1.6369000013111143,305084,5.184125567055258,96331,7.159,127,408
synthetic_163,5.872851769569735,750000,1.644996578407117,455928,5.223605123311905,143579,7.15,127,500
synthetic_164,6.400735698943162,750000,1.4678453791248902,510953,4.545344355288357,165004,7.364,127,500
synthetic_165,6.332380175343168,499392,1.4868432805159078,335874,4.648490659120738,107431,7.336,127,408
synthetic_166,6.329024515939552,150528,1.4813852558235658,101613,4.543555689707214,33130,7.335,127,224
synthetic_167,6.138872824149419,662700,1.553668011600346,426539,4.850538704766366,136624,7.256,127,470
synthetic_168,6.599641295202147,371712,1.4054074491373867,264487,4.314105986397716,86162,7.453,127,352
synthetic_169,6.002008745962861,456300,1.5959679337409236,285908,5.016435615263685,90961,7.201,127,390
synthetic_170,6.514251669097374,732108,1.4336056521160188,510676,4.452859567065865,164413,7.413,127,494
synthetic_171,6.319361943218486,562467,1.4924378711413242,376878,4.669519737661368,120455,7.33,127,433
synthetic_172,5.934933612157683,9075,1.4298093587521663,6347,3.177521008403361,2856,7.183,127,55
synthetic_173,5.918840452839848,562467,1.6259937211278843,345922,5.171159327020318,108770,7.168,127,433
synthetic_174,6.10126861066488,562467,1.5636940373195738,359704,4.887532368224396,115082,7.241,127,433
synthetic_175,6.229648010286948,437772,1.525651614791891,286941,4.703129532342798,93081,7.293,127,382
synthetic_176,6.707315305836845,37632,1.352064096576007,27833,3.7244655581947743,10104,7.502,127,112
synthetic_177,5.79490332126215,33708,1.6329021944484814,20643,4.630219780219781,7280,7.121,127,106
synthetic_178,6.236995219941116,499392,1.5178580655358027,329011,4.7675564211249855,104748,7.297,127,408
synthetic_179,6.169690584923131,562467,1.541672833719802,364842,4.826551451911856,116536,7.268,127,433
synthetic_180,6.1618608163354045,444675,1.5436834559346806,288061,4.828228319525728,92099,7.265,127,385
synthetic_181,6.601181459500269,562467,1.4052716393299272,400255,4.2516119278884315,132295,7.453,127,433
synthetic_182,6.621852623561065,618348,1.3983572895277208,442196,4.259768531275833,145160,7.463,127,454
synthetic_183,6.40472915883974,79707,1.443418264790569,55221,4.1668147838360605,19129,7.364,127,163
synthetic_184,6.29781741778231,146523,1.4981901840490797,97800,4.461995249406176,32838,7.32,127,221
synthetic_185,6.232054140711942,1145772,1.5235519387266634,752040,4.80762323559524,238324,7.295,127,618
synthetic_186,6.441974986919364,521667,1.4543388988477741,358697,4.452337262198401,117167,7.383,127,417
synthetic_187,6.032578093019417,562467,1.5881406229264725,354167,5.0772876215235465,110781,7.212,127,433
synthetic_188,6.446103704742005,480000,1.4549069768851655,329918,4.486442531475198,106989,7.384,127,400
synthetic_189,6.024487885088302,562467,1.5902914433059645,353688,5.082885260123442,110659,7.21,127,433
synthetic_190,6.3805230747217205,137388,1.4586571537775512,94188,4.444343803577783,30913,7.355,127,214
synthetic_191,6.076920165446333,1012683,1.5766928285506545,642283,4.954345092782396,204403,7.231,127,581
synthetic_192,6.210957474858523,499392,1.5274776028555785,326939,4.777316471195975,104534,7.285,127,408
synthetic_193,6.143133895993048,9430587,1.5566846364789886,6058123,4.985792696982065,1891492,7.258,127,1773
synthetic_194,6.640673350403402,446988,1.3944451550309,320549,4.204017907527933,106324,7.472,127,386
synthetic_195,6.091963221154121,562467,1.5672188244472618,358895,4.8936982868876,114937,7.238,127,433
synthetic_196,6.451092382888042,499392,1.4498243576716505,344450,4.467592882511339,111781,7.386,127,408
synthetic_197,6.338115999007274,48387,1.4290313053750738,33860,4.299155930697467,11255,7.342,127,127
synthetic_198,6.413387256608815,499392,1.4609880111638358,341818,4.520489169299286,110473,7.37,127,408
synthetic_199,6.3813587323437115,789507,1.4745454070045423,535424,4.566527850078084,172890,7.356,127,513
synthetic_200,6.367778654617714,562467,1.4772529100306762,380752,4.514906084443731,124580,7.35,127,433
synthetic_201,6.207819181578626,430923,1.528177030693122,281985,4.782613038556303,90102,7.285,127,379
synthetic_202,6.3413143379911014,230187,1.477973610709814,155745,4.424971164936563,52020,7.339,127,277
synthetic_203,6.608974272029255,562467,1.4032277378891223,400838,4.242856496288697,132568,7.456,127,433
synthetic_204,6.520921240099589,562467,1.4293479503853748,393513,4.376425825928635,128522,7.416,127,433
synthetic_205,6.516752426458274,562467,1.4306240175805394,393162,4.382085761475895,128356,7.415,127,433
synthetic_206,6.455928503224831,562467,1.4496011752122986,388015,4.466682549136391,125925,7.388,127,433
synthetic_207,6.225625881562708,489648,1.5219836067102452,321717,4.6985759797336195,104212,7.291,127,404
synthetic_208,6.2875147179386905,596748,1.5040262925092056,396767,4.694515245917115,127116,7.317,127,446
synthetic_209,6.204577492062214,562467,1.5301060935799782,367600,4.741555321390938,118625,7.283,127,433
synthetic_210,6.721316780898215,440067,1.3679251734513715,321704,4.2035246919476545,104690,7.51,127,383
synthetic_211,6.137038596076354,562467,1.5520698237848995,362398,4.852785878211654,115906,7.255,127,433
synthetic_212,6.1422106232337175,717363,1.5519040686040146,462247,4.832484539832667,148446,7.257,127,489
synthetic_213,6.672926240523633,501843,1.3813612040870256,363296,4.176734469671749,120152,7.486,127,409
synthetic_214,6.279371174540799,562467,1.5058994562380024,373509,4.687537502500167,119992,7.313,127,433
synthetic_215,6.340787436880094,726192,1.4880343263916922,488021,4.585616589733713,158363,7.339,127,492
synthetic_216,6.2864515081056895,477603,1.5065675332950594,317014,4.634717464507176,103049,7.317,127,399
synthetic_217,6.001377794766923,562467,1.5986897080976608,351830,5.09130489880155,110476,7.2,127,433
synthetic_218,6.559930868016804,562467,1.4178077012270742,396716,4.365522379950793,128843,7.434,127,433
synthetic_219,6.232136452967107,562467,1.5210567164340554,369787,4.712594466880038,119354,7.294,127,433
synthetic_220,6.125669435615334,562467,1.5555208327571808,361594,4.863023292006018,115662,7.251,127,433
synthetic_221,6.422836683896897,750000,1.461253404720433,513258,4.528247206071474,165627,7.373,127,500
synthetic_222,5.958261355036481,60492,1.5604798142654457,38765,4.69512573734865,12884,7.185,127,142
synthetic_223,6.271954419819903,1436592,1.5113255364520157,950551,4.754408260524226,302160,7.311,127,692
synthetic_224,6.409882026178721,671187,1.4655441964461176,457978,4.548570073190566,147560,7.368,127,473
synthetic_225,6.347164018253751,632043,1.4853915103429798,425506,4.5990511464101465,137429,7.342,127,459
synthetic_226,5.944706926031684,562467,1.6171813678275595,347807,5.1131969128114685,110003,7.178,127,433
synthetic_227,6.187654519317412,128547,1.5128515946804755,84970,4.581310809365979,28059,7.278,127,207
synthetic_228,6.653059345510107,499392,1.3870035078363898,360051,4.287178606687556,116485,7.478,127,408
synthetic_229,6.4313270638303655,562467,1.4573496186054224,385952,4.486026702397473,125382,7.378,127,433
synthetic_230,6.266453759888622,162867,1.4950156049201395,108940,4.532644996103752,35932,7.307,127,233
synthetic_231,6.106890275405284,682587,1.564199632889608,436381,4.911934659806426,138965,7.243,127,477
synthetic_232,6.3238477068941235,499392,1.4902730818469656,335101,4.6510016484591095,107373,7.332,127,408
synthetic_233,6.44631388050791,499392,1.4508394609089246,344209,4.469992212744247,111721,7.384,127,408
synthetic_234,6.309496742063979,499392,1.4952303961196443,333990,4.647106445939532,107463,7.326,127,408
synthetic_235,6.480657634618165,499392,1.4409556510950168,346570,4.449877924901538,112226,7.398,127,408
synthetic_236,5.892724492908938,562467,1.6358060416406135,343847,5.245083320122719,107237,7.157,127,433
synthetic_237,6.499970320886834,645888,1.435903364286937,449813,4.436470539749701,145586,7.407,127,464
synthetic_238,6.4513875180016,499392,1.4503633227037482,344322,4.4665939216142245,111806,7.385,127,408
synthetic_239,6.349500561867879,562467,1.482353034192314,379442,4.547208860503658,123695,7.343,127,433
synthetic_240,6.3135857669960265,499392,1.4932631641898155,334430,4.649053231302016,107418,7.328,127,408
synthetic_241,6.4213039694088945,562467,1.4599559262114452,385263,4.488281904579513,125319,7.374,127,433
synthetic_242,6.42214910261573,562467,1.46016437872526,385208,4.491256507713437,125236,7.374,127,433
synthetic_243,6.345318459967833,562467,1.4848536046441025,378803,4.55331946344583,123529,7.34,127,433
synthetic_244,6.686463159727553,268203,1.373505267093087,195269,4.07894696819917,65753,7.494,127,299
synthetic_245,6.001349178904218,562467,1.5980220298485412,351977,5.084585344687314,110622,7.201,127,433
synthetic_246,6.0956256624869285,468075,1.5671139591410377,298686,4.860339546233321,96305,7.239,127,395
synthetic_247,6.17075882933841,702768,1.5431104709248324,455423,4.867994319952897,144365,7.269,127,484
synthetic_248,6.292267527637087,307200,1.49610632484793,205333,4.609013983076276,66652,7.319,127,320
synthetic_249,6.443798847154905,536787,1.4527860174078726,369488,4.524121365360304,118650,7.383,127,423
synthetic_250,6.365394098135465,554700,1.4797405985653425,374863,4.635866749126649,119654,7.349,127,430
synthetic_251,5.803227819152325,31212,1.5948086454447907,19571,4.406607369758577,7083,7.127,127,102
synthetic_252,6.19014834786084,562467,1.535414886618313,366329,4.810452764996665,116926,7.277,127,433
synthetic_253,6.173897238803699,499392,1.5390864571166167,324473,4.8069304071614205,103890,7.271,127,408
synthetic_254,6.132421710266953,562467,1.5529397147945168,362195,4.858822411499456,115762,7.254,127,433
synthetic_255,6.307340112916306,154587,1.4830765393249803,104234,4.466799583911234,34608,7.326,127,227
synthetic_256,6.342957709873613,499392,1.4832001283045093,336699,4.638258349741799,107668,7.341,127,408
synthetic_257,6.446782145653582,562467,1.4528062114015172,387159,4.481201749563804,125517,7.384,127,433
synthetic_258,6.238169624201909,1298892,1.5227231695908352,853006,4.816330162967907,269685,7.297,127,658
synthetic_259,6.242009677408163,149187,1.5101121548303507,98792,4.5563021103747365,32743,7.298,127,223
synthetic_260,5.971758579672874,552123,1.6087546875136582,343199,5.088878852676596,108496,7.189,127,429
synthetic_261,6.344715143636441,562467,1.4840269752568507,379014,4.54735591110105,123691,7.341,127,433
synthetic_262,5.7654298282255905,562467,1.6814151620231974,334520,5.408752596353565,103992,7.107,127,433
synthetic_263,6.394036639632627,562467,1.4698294897759194,382675,4.511357256292209,124678,7.361,127,433
synthetic_264,6.590546520929448,499392,1.4065755785951481,355041,4.316079685406853,115705,7.449,127,408
synthetic_265,6.312535600079826,599427,1.495374874642638,400854,4.63945604557205,129202,7.327,127,447
synthetic_266,6.757939105330311,626547,1.3583939849232831,461241,4.100921574531031,152782,7.529,127,457
synthetic_267,6.126688087561195,501843,1.5562181371636958,322476,4.822816560313678,104056,7.251,127,409
synthetic_268,6.225122553440732,808083,1.5269667125213526,529208,4.8078714859437754,168075,7.291,127,519
synthetic_269,6.300858804400729,559872,1.498867560838487,373530,4.7131240003367285,118790,7.323,127,432
synthetic_270,6.297117642608253,562467,1.4994121959346884,375125,4.679036685799851,120210,7.321,127,433
synthetic_271,6.555699840836028,562467,1.4188842500914445,396415,4.365115827868534,128855,7.432,127,433
synthetic_272,6.260510641202485,562467,1.5118251824376083,372045,4.696814329255563,119755,7.305,127,433
synthetic_273,6.009810710860649,190512,1.5852617389350707,120177,4.820159902843842,39524,7.204,127,252
synthetic_274,5.923908280316711,460992,1.6234856595480927,283952,5.105738240538715,90289,7.17,127,392
synthetic_275,6.108678740515268,562467,1.5606829116698762,360398,4.87355734239074,115412,7.245,127,433
synthetic_276,6.228922212940023,659883,1.525109838933713,432679,4.784638586976225,137917,7.293,127,469
synthetic_277,6.323778917446682,494508,1.4896838426895211,331955,4.61299079282456,107199,7.332,127,406
synthetic_278,5.9927465438966765,32448,1.5477223944669687,20965,4.45225027442371,7288,7.204,127,104
synthetic_279,6.689422891805623,499392,1.3769152083465448,362689,4.1668085106382975,119850,7.494,127,408
synthetic_280,6.2203338822333,562467,1.5241892869627425,369027,4.721178139452899,119137,7.29,127,433
synthetic_281,6.416603830527591,499392,1.460560719236776,341918,4.50771758164389,110786,7.372,127,408
